,C22,C64,C88,C117,C119A,C26A,C26B,C68A,C68B,C107A,C107B,C127,C137A,C137B,C172A,C172B,C27A,C27B,C69A,C69B,C108A,C108B,C138A,C138B,C173A,C173B,C29A,C29B,C71A,C71B,C39,C81,C110,C140,C17,C57,C41,C83,C112,C130,C142,C175
980,,,,,,23.0,Don't know,,,,,,,,,,1.0,Don't know,,,,,,,,,Don't know,2.0,,,No,,,,Pre-paid,,No,,,,,
981,4.65,,,,,Don't know,Don't know,,,,,,,,,,2.0,3.0,,,,,,,,,Don't know,1.0,,,No,,,,Pre-paid,,No,,,,,
982,4.65,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,Yes,,,,Pre-paid,,No,,,,,
983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,9.3,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,6.98,,,,,15.0,Don't know,,,,,,,,,,3.0,4.0,,,,,,,,,Don't know,Don't know,,,Don?t know,,,,Pre-paid,,No,,,,,
988,4.65,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
989,18.6,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
990,4.65,,,,,,Don't know,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Fixed monthly fee,,No,,,,,
991,4.65,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
992,4.65,,,,,Don't know,12.0,,,,,,,,,,2.0,2.0,,,,,,,,,1.0,Don't know,,,No,,,,Pre-paid,,No,,,,,
993,4.65,,,,,,Don't know,,,,,,,,,,,Don't know,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
994,4.65,,,,,22.0,22.0,,,,,,,,,,3.0,3.0,,,,,,,,,Don't know,1.0,,,No,,,,Pre-paid,,No,,,,,
995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,4.65,,,,,Don't know,Don't know,,,,,,,,2.0,4.0,Don't know,Don't know,,,,,,,1.0,3.0,Don't know,Don't know,,,Don?t know,,,,Pre-paid,,,,,,,No
1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,No
1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,,,,,,,,,,,,,,,1.0,Don't know,,,,,,,,,1.0,Don't know,,,,,,,,,,,,,,,,No
1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,No
1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,,,,,,,Don't know,,,,,,,,,,,Don't know,,,,,,,,,,Don't know,,,No,,,,No bill for electricity,,No,,,,,
1085,,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,Yes,,,,Pre-paid,,No,,,,,
1086,2.33,,,,,20.0,23.0,,,,,,,,,,2.0,4.0,,,,,,,,,3.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
1087,,,,,,,23.0,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,No,,,,Pre-paid,,No,,,,,
1088,2.33,,,,,,Don't know,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
1089,4.65,,,,,,Don't know,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
1090,9.3,,,,,Don't know,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,3.0,2.0,,,No,,,,Pre-paid,,No,,,,,
1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,9.3,,,,,20.0,Don't know,,,,,,,,,,2.0,Don't know,,,,,,,,,Don't know,2.0,,,Yes,,,,Pre-paid,,No,,,,,
1097,4.65,,,,,18.0,23.0,,,,,,,,,,2.0,4.0,,,,,,,,,Don't know,4.0,,,No,,,,Pre-paid,,No,,,,,
1098,13.95,,,,,8.0,24.0,,,,,,,,,,2.0,4.0,,,,,,,,,5.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
1099,4.65,,,,,Don't know,23.0,,,,,,,,,,2.0,4.0,,,,,,,,,8.0,3.0,,,No,,,,Pre-paid,,No,,,,,
1100,4.65,,,,,,Don't know,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
1101,6.98,,,,,,Don't know,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
1102,9.3,,,,,,Don't know,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
1109,5.58,,,,,6.0,6.0,,,,,,,,,,3.0,3.0,,,,,,,,,3.0,Don't know,,,No,,,,Fixed monthly fee,,No,,,,,
1110,4.65,,,,,15.0,23.0,,,,,,,,,,2.0,4.0,,,,,,,,,Don't know,1.0,,,Yes,,,,Pre-paid,,No,,,,,
1111,9.3,,,,,20.0,Don't know,,,,,,,,,,2.0,2.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1112,6.98,,,,,18.0,24.0,,,,,,,,,,2.0,3.0,,,,,,,,,4.0,1.0,,,Don?t know,,,,Pre-paid,,No,,,,,
1113,23.26,,,,,Don't know,Don't know,,,,,,,,,,2.0,4.0,,,,,,,,,Don't know,Don't know,,,Yes,,,,Pre-paid,,No,,,,,
1114,13.95,,,,,12.0,Don't know,,,,,,,,,,2.0,2.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,9.3,,,,,2.0,Don't know,,,,,,,,,,2.0,3.0,,,,,,,,,Don't know,1.0,,,Don?t know,,,,Pre-paid,,No,,,,,
1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,4.65,,,,,Don't know,1.0,,,,,,,,,,2.0,Don't know,,,,,,,,,2.0,2.0,,,No,,,,Pre-paid,,No,,,,,
1123,23.26,,,,,20.0,Don't know,,,,,,,,,,2.0,2.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1124,60.47,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,Yes,,,,Pre-paid,,No,,,,,
1125,9.3,,,,,,18.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
1126,13.95,,,,,Don't know,10.0,,,,,,,,,,Don't know,Don't know,,,,,,,,,5.0,3.0,,,Yes,,,,Fixed monthly fee,,No,,,,,
1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,4.65,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,18.6,,,,,24.0,Don't know,,,,,,,,,,3.0,3.0,,,,,,,,,4.0,3.0,,,No,,,,Pre-paid,,No,,,,,
1133,2.33,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,Yes,,,,Monthly bill,,No,,,,,
1134,4.65,,,,,,22.0,,,,,,,,,,,3.0,,,,,,,,,,5.0,,,No,,,,Pre-paid,,No,,,,,
1135,2.33,,,,,,Don't know,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Utility estimates consumption,,No,,,,,
1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,18.6,,,,,3.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,2.0,Don't know,,,No,,,,Pre-paid,,No,,,,,
1169,4.65,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
1170,4.65,,,,,19.0,24.0,,,,,,,,,Don't know,4.0,4.0,,,,,,,,1.0,3.0,Don't know,,,Yes,,,,Other,,No,,,,,No
1171,18.6,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
1172,6.98,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
1173,4.65,,,,,,12.0,,,,,,,,,,,4.0,,,,,,,,,,3.0,,,No,,,,Pre-paid,,No,,,,,
1174,4.65,,,,,,10.0,,,,,,,,,,,4.0,,,,,,,,,,3.0,,,No,,,,Pre-paid,,No,,,,,
1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,9.3,,,,,,Don't know,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
1181,3.26,,,,,Don't know,Don't know,,,,,,,,,,1.0,Don't know,,,,,,,,,1.0,Don't know,,,No,,,,Pre-paid,,No,,,,,
1182,,,,,,,Don't know,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,Yes,,,,Pre-paid,,No,,,,,
1183,4.65,,,,,Don't know,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,5.0,3.0,,,No,,,,Pre-paid,,No,,,,,
1184,23.26,,,,,20.0,Don't know,,,,,,,,,,2.0,Don't know,,,,,,,,,3.0,Don't know,,,No,,,,Pre-paid,,No,,,,,
1185,23.26,,,,,,Don't know,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
1186,23.26,,,,,,14.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,,,,,,,,,,,,,,,,Don't know,,,,,,,,,,Don't know,,,,,,,,,,,,,,,,No
1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,4.65,,,,,,12.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3.0
1204,27.91,,,,,19.0,21.0,,,,,,,,,,1.0,4.0,,,,,,,,,1.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,9.3,,,,,,Don't know,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Fixed monthly fee,,No,,,,,
1207,13.95,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Don?t know,,,,Pre-paid,,No,,,,,
1208,9.3,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,Yes,,,,Pre-paid,,No,,,,,
1209,18.6,,,,,2.0,20.0,,,,,,,,,,1.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1210,4.65,,,,,,12.0,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
1211,6.98,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
1212,11.63,,,,,Don't know,23.0,,,,,,,,,,1.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,13.95,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
1218,9.3,,,,,,Don't know,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
1219,27.91,,,,,Don't know,Don't know,,,,,,,,,,Don't know,Don't know,,,,,,,,,3.0,Don't know,,,No,,,,Pre-paid,,No,,,,,
1220,,,,,,,12.0,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,No,,,,No bill for electricity,,No,,,,,
1221,2.33,,,,,6.0,Don't know,,,,,,,,,,2.0,2.0,,,,,,,,,2.0,2.0,,,No,,,,Pre-paid,,No,,,,,
1222,4.65,,,,,Don't know,Don't know,,,,,,,,,,2.0,4.0,,,,,,,,,Don't know,Don't know,,,Yes,,,,Pre-paid,,No,,,,,
1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,18.6,,,,,,21.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,Yes,,,,Pre-paid,,No,,,,,
1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,6.98,,,,,6.0,Don't know,,,,,,,,,,1.0,3.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
1231,9.3,,,,,8.0,20.0,,,,,,,,,,3.0,3.0,,,,,,,,,2.0,2.0,,,Yes,,,,Pre-paid,,No,,,,,
1232,4.65,,,,,,24.0,,,,,,,,,,,3.0,,,,,,,,,,10.0,,,Yes,,,,Pre-paid,,No,,,,,
1233,9.3,,,,,,12.0,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,No,,,,Fixed monthly fee,,No,,,,,
1234,4.65,,,,,,12.0,,,,,,,,,,,3.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
